po_id,po_number,supplier_id,supplier_name,sku,product_name,ordered_qty,received_qty,order_date,expected_delivery_date,actual_delivery_date,status,quality_rating,notes,created_by,supplier_history
7d684616-8ac1-47dd-822e-92a87d711b9f,PO-2014,SUP052,LittleOnes Care,BB-501,Active Baby Medium (6-11 kg) - 62 Diapers,91.0,89.0,2026-01-28,2026-02-01,2026-01-30,received,4.0,,,
fbb887ec-43dd-4b27-a6b1-ee73faa8fcc7,PO-2015,SUP051,BabyBase Supplies,BB-20190,Baby Soap - Gentle  4X75 Gm,365.0,365.0,2026-04-27,2026-05-02,2026-05-02,received,4.0,,,
63a78bec-b8c8-4e19-9e44-3fd420677765,PO-2016,SUP051,BabyBase Supplies,BB-23909,Baby Bath - Daily Moisturising,45.0,45.0,2025-03-26,2025-03-31,2025-03-29,received,5.0,,,
6db94609-ac11-4596-b558-523ba496c965,PO-2017,SUP051,BabyBase Supplies,BB-12220,"Santoor Baby Soap, 75g",646.0,646.0,2026-02-13,2026-02-18,2026-02-17,received,5.0,,,
943b215f-262f-44ec-9a12-cdd7010c960b,PO-2018,SUP051,BabyBase Supplies,BB-8784,Total Care Medium - 54 Diaper Pants,68.0,68.0,2026-01-14,2026-01-19,2026-01-18,received,4.0,,,
2820a8dd-41ed-4107-9da8-71bc3276357b,PO-2019,SUP051,BabyBase Supplies,BB-10369,Active Baby Small (3-8 kg) - 46 Diapers,74.0,70.0,2025-04-20,2025-04-25,2025-04-23,received,4.0,,,
3f31ca51-83d0-426b-8fee-f52ae1614880,PO-2020,SUP051,BabyBase Supplies,BB-27045,Baby Cream - For Soft Skin With No Harmful Chemicals,320.0,320.0,2026-05-08,2026-05-13,2026-05-12,received,5.0,,,
39c7e865-a6d0-45a3-9a46-9ac93027bffb,PO-2021,SUP051,BabyBase Supplies,BB-3620,Baby Happy Wet Wipes - Silk & Cotton,476.0,428.0,2026-03-07,2026-03-12,2026-03-12,received,3.0,,,
3a94d409-2c09-40e1-85ea-ff0bc4d3044e,PO-2022,SUP051,BabyBase Supplies,BB-22996,Dry Pants Diapers - Large,332.0,332.0,2026-01-31,2026-02-05,2026-02-06,received,5.0,,,
edf329d0-2892-4911-823d-8bd661f53751,PO-2023,SUP051,BabyBase Supplies,BB-8791,Silicone Pacifier Step 3 - Cherry,314.0,314.0,2025-11-16,2025-11-21,2025-11-19,received,5.0,,,
18580db0-0887-40d9-9ed5-32a58edd7391,PO-2024,SUP051,BabyBase Supplies,BB-3620,Baby Happy Wet Wipes - Silk & Cotton,321.0,321.0,2026-03-03,2026-03-08,2026-03-10,received,4.0,,,
b4da55b3-9e15-43fc-904b-49a4438391c4,PO-2026,SUP051,BabyBase Supplies,BB-17812,Manicure Set In Case,538.0,538.0,2025-08-19,2025-08-24,2025-08-24,received,4.0,,,
bd962829-1e61-4f55-abd1-14632d8b8891,PO-2027,SUP051,BabyBase Supplies,BB-19375,Baby Milk Soap - Mildness,1721.0,1669.0,2025-10-28,2025-11-02,2025-11-01,received,5.0,,,
119e93ac-05e2-4c68-a24a-e26438f1ad89,PO-2028,SUP051,BabyBase Supplies,BB-27384,"Post Natal Maternity Corset Belt - XXLarge, Pink",132.0,132.0,2025-10-25,2025-10-30,2025-10-31,received,4.0,,,
b6586367-8cde-4d06-9af3-c3b91f52ac01,PO-2029,SUP051,BabyBase Supplies,BB-7726,Mild Baby Shampoo,150.0,150.0,2025-07-25,2025-07-30,2025-07-28,received,4.0,,,
b6a8860a-99d2-4d1f-ae33-a67dd758d769,PO-2030,SUP053,TinyTots Essentials,BB-27373,"100% Organic Powder - Oats, 6-8 Months, No Preservatives, No Artificial Colours",143.0,143.0,2025-04-30,2025-05-05,2025-05-05,received,4.0,,,
930b45c8-2f52-4507-83cf-27269691dbac,PO-2031,SUP053,TinyTots Essentials,BB-16284,Dry Pants Diapers - Small,594.0,594.0,2025-06-17,2025-06-22,2025-06-20,received,4.0,,,
d7e1710f-0de8-48d9-b1ae-6211ff733de8,PO-2032,SUP053,TinyTots Essentials,BB-23860,Baby Skincare Wipes - Super Saver Pack,79.0,79.0,2026-05-01,2026-05-06,2026-05-08,received,5.0,,,
9908b2d5-6e45-4c6a-a158-1132ca910436,PO-2033,SUP053,TinyTots Essentials,BB-23860,Baby Skincare Wipes - Super Saver Pack,239.0,218.0,2025-08-03,2025-08-08,2025-08-08,received,5.0,,,
9cb4a47b-b053-4d5c-ade3-463e3edfd368,PO-2034,SUP053,TinyTots Essentials,BB-12288,Disposable Maternity & Nursing Breast Pads For Women,239.0,239.0,2026-03-17,2026-03-22,2026-03-21,received,4.0,,,
3497e1a1-b1c2-4ce0-b729-56a169c2e0d2,PO-2035,SUP053,TinyTots Essentials,BB-16050,"Glass Feeding Bottle - With Added Nipple, Pink, M Size",98.0,98.0,2025-08-22,2025-08-27,2025-08-28,received,5.0,,,
40979e5b-c9a0-4ba8-bf71-3ff7efdbb7ae,PO-2037,SUP053,TinyTots Essentials,BB-22055,Baby Sun lotion SPF50+,26.0,26.0,2026-04-01,2026-04-06,2026-04-10,received,5.0,,,
c8d3f79d-7b31-451c-a9ce-503cf73ae763,PO-2038,SUP053,TinyTots Essentials,BB-17232,Natural Baby Lotion,199.0,0.0,2026-06-02,2026-06-07,,cancelled,,,,
d7050ea8-7834-47c2-9540-e629f103c2dd,PO-2039,SUP053,TinyTots Essentials,BB-25867,Stage 2 Formula - After 6 Months,211.0,211.0,2025-10-21,2025-10-26,2025-10-26,received,4.0,,,
2317caa8-547c-4c58-880f-8c6b051310a0,PO-2041,SUP053,TinyTots Essentials,BB-2346,Plant Based Laundry Detergent 1 L + 200 ml,118.0,118.0,2026-04-08,2026-04-13,2026-04-13,received,4.0,,,
454c2a51-33c1-4d2a-b87c-e129014ec456,PO-2042,SUP053,TinyTots Essentials,BB-6768,"Multi Storage Food Container - Multicolour, 160g",327.0,327.0,2026-02-22,2026-02-27,2026-03-02,received,5.0,,,
02082e25-2a54-422f-8a66-6f0cda36d661,PO-2044,SUP053,TinyTots Essentials,BB-23860,Baby Skincare Wipes - Super Saver Pack,187.0,187.0,2026-06-03,2026-06-08,2026-06-07,received,4.0,,,
4db03bf3-8567-46c1-99fe-d6600ecc2bee,PO-2045,SUP047,BakeMaster Artisans,BB-18677,Punjabi Paneer,720.0,720.0,2026-02-01,2026-02-02,2026-02-02,received,4.0,,,
f4384c3f-c942-4635-b7bd-790ae1bc5f38,PO-2046,SUP047,BakeMaster Artisans,BB-25914,"Thin Cookie - Salted Caramel, Gluten Free",717.0,717.0,2026-05-02,2026-05-03,2026-05-02,received,5.0,,,
e85b877a-dbe4-44d2-93dd-61efb33c37e5,PO-2047,SUP047,BakeMaster Artisans,BB-25838,Processed Cheese - Chiplets Cubes,495.0,0.0,2026-06-14,2026-06-15,,cancelled,,,,
de47b5ba-6383-4ec8-bb04-a7a412a393d9,PO-2048,SUP047,BakeMaster Artisans,BB-9373,Cheese - Cheddar,526.0,497.0,2025-07-01,2025-07-02,2025-07-05,received,4.0,,,
d4236629-5761-4fd1-af6e-fb3028160ee2,PO-2049,SUP047,BakeMaster Artisans,BB-15077,Tea Cake - Caramel,155.0,155.0,2025-08-11,2025-08-12,2025-08-11,received,5.0,,,
975e953a-ef39-46ec-9fd0-7313cd0d8ef8,PO-2050,SUP047,BakeMaster Artisans,BB-25838,Processed Cheese - Chiplets Cubes,606.0,0.0,2025-11-07,2025-11-08,,cancelled,,,,
e87a81ce-8d8c-4fff-8b40-df71a1d37fa8,PO-2051,SUP047,BakeMaster Artisans,BB-13288,Atta Kulcha,1709.0,1709.0,2025-10-30,2025-10-31,2025-11-01,received,5.0,,,
b98762fd-5c55-43f9-96dd-a7d9842dd1d1,PO-2052,SUP047,BakeMaster Artisans,BB-26190,"Cake - Blueberry, Whole Wheat, Eggless",599.0,599.0,2025-06-01,2025-06-02,2025-06-04,received,4.0,,,
4ea05866-8080-4727-a9a4-5337a4a6fbff,PO-2053,SUP047,BakeMaster Artisans,BB-965,Bar Cake - Chocolate,2275.0,2275.0,2026-06-05,2026-06-06,2026-06-05,received,4.0,,,
ba8298bb-2db0-40d8-b340-b26f8ffe3170,PO-2054,SUP047,BakeMaster Artisans,BB-16242,Cookies - Chocochip,2315.0,2315.0,2025-02-14,2025-02-15,2025-02-15,received,4.0,,,
35ddd694-76eb-4795-8f97-485cb6017429,PO-2055,SUP047,BakeMaster Artisans,BB-16746,"Pizza Cheese - Mozzarella, Diced",60.0,60.0,2025-03-01,2025-03-02,2025-03-04,received,4.0,,,
cce1725d-4157-4ba4-991f-97e91ee5c7c4,PO-2056,SUP047,BakeMaster Artisans,BB-15077,Tea Cake - Caramel,552.0,535.0,2025-08-06,2025-08-07,2025-08-06,received,5.0,,,
9b62730a-56df-4f84-91b1-cf639ee132aa,PO-2057,SUP047,BakeMaster Artisans,BB-22031,Pineapple Flavoured Tooti Frooti,1258.0,1258.0,2025-06-16,2025-06-17,2025-06-16,received,4.0,,,
ba5b41b6-ee24-4da1-8e12-6692b1266368,PO-2058,SUP047,BakeMaster Artisans,BB-14766,Biscuits - Osmania,335.0,335.0,2025-04-12,2025-04-13,2025-04-16,received,5.0,,,
3196d7f3-e5d9-4a2e-aabb-7e5f35da2171,PO-2059,SUP047,BakeMaster Artisans,BB-6997,Badam Flavoured Milk,3474.0,3474.0,2025-07-03,2025-07-04,2025-07-04,received,5.0,,,
762a1a2e-aad7-4124-8a6f-553aaf1e9d88,PO-2060,SUP048,DairyBest Krishna,BB-19048,Cheese Spreadz - Roasted Garlic Flavour,334.0,334.0,2026-01-03,2026-01-05,2026-01-10,received,5.0,,,
402da186-4edb-4df6-a535-d7c411d72041,PO-2061,SUP048,DairyBest Krishna,BB-26571,Layer Cake - Chocolate,4696.0,4696.0,2025-12-29,2025-12-31,2026-01-05,received,4.0,,,
31c46723-978a-4965-8f2c-cdcbe1bdf7d7,PO-2062,SUP048,DairyBest Krishna,BB-25383,Mild Cheddar Block,329.0,329.0,2025-07-29,2025-07-31,2025-07-30,received,5.0,,,
cbc4e01e-896c-4e70-8fb8-5cf3028743ea,PO-2063,SUP048,DairyBest Krishna,BB-12818,Bar Cake - Pineapple,2181.0,2181.0,2025-04-02,2025-04-04,2025-04-02,received,4.0,,,
69caa981-3954-4472-a857-681a339b92af,PO-2064,SUP048,DairyBest Krishna,BB-13297,Drink - Original,118.0,111.0,2026-05-15,2026-05-17,2026-05-17,received,4.0,,,
23b91ce3-5e50-4c11-a152-7f87c73d35b0,PO-2066,SUP048,DairyBest Krishna,BB-9373,Cheese - Cheddar,603.0,603.0,2025-11-15,2025-11-17,2025-11-17,received,4.0,,,
4a144025-c7aa-4a97-af68-694ea34f6b27,PO-2067,SUP048,DairyBest Krishna,BB-13297,Drink - Original,155.0,155.0,2025-07-18,2025-07-20,2025-07-18,received,5.0,,,
83f0d466-5bc7-442e-8884-5135ee842ee2,PO-2068,SUP048,DairyBest Krishna,BB-12818,Bar Cake - Pineapple,2190.0,2190.0,2025-02-24,2025-02-26,2025-02-24,received,5.0,,,
7c6ecab0-dc6b-49a5-b217-fe1212446e27,PO-2069,SUP048,DairyBest Krishna,BB-15013,Sour Cream,518.0,518.0,2026-03-22,2026-03-24,2026-03-28,received,5.0,,,
e4ecb955-1756-475c-ac98-31d74c115289,PO-2070,SUP048,DairyBest Krishna,BB-7287,Frozen Dessert - Crunchy Butterscotch,748.0,748.0,2025-10-05,2025-10-07,2025-10-07,received,4.0,,,
4aae2d4e-7096-417b-bd8a-41194e8a566e,PO-2071,SUP048,DairyBest Krishna,BB-25383,Mild Cheddar Block,342.0,342.0,2026-05-09,2026-05-11,2026-05-10,received,4.0,,,
c86be879-25f5-460d-8a08-36bb99e71ed6,PO-2072,SUP048,DairyBest Krishna,BB-25373,Cream,908.0,855.0,2026-03-26,2026-03-28,2026-03-27,received,4.0,,,
bb371281-a82e-4c62-a7ea-0c44cf7ca0df,PO-2073,SUP048,DairyBest Krishna,BB-9373,Cheese - Cheddar,364.0,364.0,2025-03-08,2025-03-10,2025-03-10,received,4.0,,,
2942b33e-baff-4541-96fe-0c49b7d52325,PO-2074,SUP048,DairyBest Krishna,BB-21312,Layer Cake - Orange,10415.0,10415.0,2025-06-20,2025-06-22,2025-06-21,received,4.0,,,
5a09c87c-8786-4444-b6e4-38753de24747,PO-2075,SUP049,Cream Valley Foods,BB-17849,Carrot Walnut Cake - 100% Wholewheat,119.0,119.0,2026-01-30,2026-02-01,2026-02-01,received,5.0,,,
2ec3861c-6ea5-4c49-8ce3-6452f6d53d71,PO-2076,SUP049,Cream Valley Foods,BB-22274,Organic High Protein Paneer,1042.0,1042.0,2025-11-13,2025-11-15,2025-11-20,received,4.0,,,
3bdc2ef9-fd7e-4148-a5f6-1b8b134abfb0,PO-2077,SUP049,Cream Valley Foods,BB-25373,Cream,1672.0,1672.0,2025-11-04,2025-11-06,2025-11-04,received,4.0,,,
b608419f-f082-4434-9946-7bb399fdc191,PO-2078,SUP049,Cream Valley Foods,BB-25866,Vanilla Dew,3146.0,2878.0,2026-02-03,2026-02-05,2026-02-07,received,4.0,,,
2c69325c-70a2-440c-baa7-6fa75668be6f,PO-2079,SUP049,Cream Valley Foods,BB-16242,Cookies - Chocochip,860.0,860.0,2026-05-21,2026-05-23,2026-05-27,received,5.0,,,
e9b128e7-ba6c-4417-b340-f50968209610,PO-2080,SUP049,Cream Valley Foods,BB-14907,Soya Milk - Kesar Pista,876.0,876.0,2025-10-12,2025-10-14,2025-10-14,received,4.0,,,
394d20e1-73ec-4149-8876-ca04600c16dd,PO-2081,SUP049,Cream Valley Foods,BB-26571,Layer Cake - Chocolate,9509.0,9509.0,2025-09-24,2025-09-26,2025-09-27,received,4.0,,,
aefb0465-ba99-4775-9a19-a5b484d34e1c,PO-2082,SUP049,Cream Valley Foods,BB-25866,Vanilla Dew,2524.0,2524.0,2026-03-10,2026-03-12,2026-03-10,received,5.0,,,
4cc2f055-4576-40f8-a3ee-ed9e117a0ac2,PO-2083,SUP049,Cream Valley Foods,BB-13297,Drink - Original,172.0,158.0,2026-03-22,2026-03-24,2026-03-27,received,5.0,,,
1fe9cbac-7904-4873-b047-8bb0ae67f531,PO-2084,SUP049,Cream Valley Foods,BB-26987,Cookies - Honey & Corn Flakes,477.0,477.0,2025-03-06,2025-03-08,2025-03-08,received,5.0,,,
9128dbb9-963d-40a8-af0a-edc96ff0f188,PO-2086,SUP049,Cream Valley Foods,BB-21005,Rusk - Garlic,1914.0,1726.0,2025-11-02,2025-11-04,2025-11-03,received,5.0,,,
64239b9a-46e4-4396-95a3-1269da565b86,PO-2088,SUP049,Cream Valley Foods,BB-6326,Tofu Supreme - Garlic Pepper,296.0,296.0,2025-11-12,2025-11-14,2025-11-18,received,4.0,,,
1372c221-ae48-421c-9c8d-7488e72bd79c,PO-2089,SUP049,Cream Valley Foods,BB-7052,"Coconut Milk Yogurt - With Coconut Jaggery, Dairy Free",360.0,360.0,2026-04-03,2026-04-05,2026-04-04,received,5.0,,,
6f7140f5-1468-4ba2-ad1e-d143c23d648b,PO-2090,SUP050,Golden Loaf Bakers,BB-22031,Pineapple Flavoured Tooti Frooti,1191.0,1191.0,2025-01-22,2025-01-25,2025-01-23,received,4.0,,,
f70327f9-037d-4968-be98-f0686471df00,PO-2091,SUP050,Golden Loaf Bakers,BB-25838,Processed Cheese - Chiplets Cubes,822.0,822.0,2026-06-04,2026-06-07,2026-06-09,received,4.0,,,
85146d9a-509b-49a2-aff1-d3d927b47228,PO-2092,SUP050,Golden Loaf Bakers,BB-25373,Cream,603.0,603.0,2025-06-29,2025-07-02,2025-07-01,received,4.0,,,
6050e364-90c1-400c-82a5-bb16dd4d492d,PO-2093,SUP050,Golden Loaf Bakers,BB-13297,Drink - Original,466.0,466.0,2026-06-02,2026-06-05,2026-06-04,received,5.0,,,
9f191493-5dda-4b0e-bf29-2b912d84e001,PO-2094,SUP050,Golden Loaf Bakers,BB-26987,Cookies - Honey & Corn Flakes,448.0,448.0,2025-07-10,2025-07-13,2025-07-16,received,5.0,,,
647d13a6-57ce-48bf-b4a0-1fa3e06aeec6,PO-2095,SUP050,Golden Loaf Bakers,BB-19048,Cheese Spreadz - Roasted Garlic Flavour,232.0,222.0,2025-06-03,2025-06-06,2025-06-08,received,5.0,,,
3da80582-ee82-4ac3-a85a-61d21d6edfcb,PO-2096,SUP050,Golden Loaf Bakers,BB-17849,Carrot Walnut Cake - 100% Wholewheat,297.0,297.0,2025-01-24,2025-01-27,2025-01-28,received,4.0,,,
f47ad848-e01a-44e8-94af-e36b7b298dda,PO-2097,SUP050,Golden Loaf Bakers,BB-15077,Tea Cake - Caramel,449.0,449.0,2026-06-25,2026-06-28,2026-06-27,received,5.0,,,
511f4964-2e7d-4463-a174-b8fc4779e91b,PO-2099,SUP050,Golden Loaf Bakers,BB-25373,Cream,1016.0,1016.0,2025-11-22,2025-11-25,2025-11-23,received,4.0,,,
813220bd-b036-415c-aa7b-3feb48ed7ff7,PO-2100,SUP050,Golden Loaf Bakers,BB-25455,Artisanal Cookies - Seasons Greetings,253.0,253.0,2025-06-15,2025-06-18,2025-06-17,received,4.0,,,
4020916b-ddee-49fb-b04c-507ba2134c1e,PO-2101,SUP050,Golden Loaf Bakers,BB-1232,Smoothie - Mango,2269.0,2269.0,2025-09-23,2025-09-26,2025-09-29,received,5.0,,,
dd4a6478-9ccb-416b-a161-54b64583aacc,PO-2102,SUP050,Golden Loaf Bakers,BB-5551,Cookies - Assorted,482.0,482.0,2025-12-23,2025-12-26,2025-12-27,received,5.0,,,
c09a3ef8-9e7b-4377-ab1f-a14f3425a177,PO-2103,SUP050,Golden Loaf Bakers,BB-3426,Malai Paneer - Organic,651.0,651.0,2025-08-10,2025-08-13,2025-08-11,received,4.0,,,
6b54f7fb-c4ac-42d3-a552-b51a517cd5bd,PO-2104,SUP050,Golden Loaf Bakers,BB-22274,Organic High Protein Paneer,682.0,682.0,2025-06-01,2025-06-04,2025-06-02,received,4.0,,,
05d71613-9b6d-41c9-a180-ffc6090528a5,PO-2106,SUP006,HerbalGlow India,BB-782,Rice Water Bright Light Cleansing Oil,74.0,67.0,2025-01-30,2025-02-05,2025-02-03,received,4.0,,,
d0e9518a-41c1-426f-91a7-e18166d65e18,PO-2107,SUP006,HerbalGlow India,BB-15007,Immunity Booster,127.0,124.0,2025-10-12,2025-10-18,2025-10-18,received,5.0,,,
93087c08-4ad0-441f-b357-eb39acad6e3c,PO-2108,SUP006,HerbalGlow India,BB-1765,Enriched Coconut Hair Oil - With 7 Ayurvedic Herbs,338.0,338.0,2025-11-17,2025-11-23,2025-11-22,received,4.0,,,
1de87dd1-e20d-46a6-9b56-46e56e1b6b92,PO-2109,SUP006,HerbalGlow India,BB-25638,Pennant Eau De Toilette For Men,89.0,80.0,2025-03-09,2025-03-15,2025-03-13,received,5.0,,,
d9364052-ee78-423c-9322-be6185c1f359,PO-2110,SUP006,HerbalGlow India,BB-26516,Raspberry Seed Serum,39.0,39.0,2025-06-08,2025-06-14,2025-06-14,received,4.0,,,
9c1c9262-b82c-4cc3-be9d-9d324b2c1c45,PO-2111,SUP006,HerbalGlow India,BB-23757,Two Blades Pack,228.0,228.0,2025-03-22,2025-03-28,2025-03-30,received,4.0,,,
117ec1b8-f8ef-4944-94bd-544387384fa0,PO-2112,SUP006,HerbalGlow India,BB-6224,Kabz Over,752.0,752.0,2025-08-17,2025-08-23,2025-08-22,received,5.0,,,
38e682d6-171e-4280-b8e6-e894783128d1,PO-2113,SUP006,HerbalGlow India,BB-4345,Hair Wax New - Black,184.0,184.0,2025-02-17,2025-02-23,2025-02-25,received,4.0,,,
a3daad8e-3c3d-4b81-9bfc-7ae0cae464ef,PO-2114,SUP006,HerbalGlow India,BB-23718,Panty Liners - Soft Classic,381.0,381.0,2025-03-02,2025-03-08,2025-03-08,received,5.0,,,
d991593c-b098-4352-be16-c2e3ff0f2376,PO-2115,SUP006,HerbalGlow India,BB-20635,Shea Butter Soap,261.0,261.0,2025-12-20,2025-12-26,2025-12-24,received,5.0,,,
e5c6f383-6734-4d49-9f5f-0ce16e5e54b3,PO-2116,SUP006,HerbalGlow India,BB-21519,"Vitamin C 10% Brightening Under Eye Serum With Vitamin E, B3, Hyaluronic Acid, Caffeine & Green Tea",70.0,70.0,2026-02-21,2026-02-27,2026-02-26,received,5.0,,,
133acdae-7ec6-48c1-8dd5-bf0b7667b749,PO-2117,SUP006,HerbalGlow India,BB-19734,Kama Diffuser Oil,40.0,40.0,2025-09-09,2025-09-15,2025-09-13,received,5.0,,,
12e091a5-1065-45d2-86bf-f559d3bed399,PO-2118,SUP006,HerbalGlow India,BB-15262,Biolage Colorlast Orchid Colour Protecting Conditioner,321.0,321.0,2025-02-17,2025-02-23,2025-02-22,received,4.0,,,
b00132db-7d08-4290-a7ee-4325d4e7f388,PO-2119,SUP006,HerbalGlow India,BB-15228,Neemraj Oil,114.0,114.0,2026-06-11,2026-06-17,2026-06-16,received,5.0,,,
1466825e-e4b5-4a95-9f6b-fd658e9ee90a,PO-2120,SUP003,Naturals Beauty Supply,BB-22653,"Antibacterial Germ Kill Spray (No Gas) – Safe On Skin, Safe On Surfaces",452.0,433.0,2025-10-15,2025-10-21,2025-10-19,received,5.0,,,
71c1f45b-39df-4382-a0bc-43c68a64c9f3,PO-2121,SUP003,Naturals Beauty Supply,BB-10600,Battery Operator Lady Shaver,8.0,8.0,2026-03-07,2026-03-13,2026-03-11,received,5.0,,,
9535005c-7d6b-469b-8593-f945e35ee264,PO-2122,SUP003,Naturals Beauty Supply,BB-17176,Shatavari Capsules,476.0,476.0,2026-06-24,2026-06-30,2026-06-28,received,4.0,,,
39801cee-ddd5-4e8e-91fe-f62a14a14b86,PO-2124,SUP003,Naturals Beauty Supply,BB-13826,"Toothbrush - Sensitive Expert, Soft",1443.0,1443.0,2026-03-05,2026-03-11,2026-03-15,received,4.0,,,
ecea2122-b316-4094-b5c4-a7ad620ce00a,PO-2125,SUP003,Naturals Beauty Supply,BB-18674,Caffeine Series - De Tan Coffee Face Scrub,283.0,283.0,2025-12-09,2025-12-15,2025-12-15,received,4.0,,,
1fdc2887-f930-4270-9f10-7acfe0cdf456,PO-2126,SUP003,Naturals Beauty Supply,BB-17269,Palette Intensive Colour Cream,252.0,252.0,2025-02-26,2025-03-04,2025-03-02,received,4.0,,,
80fdb9d6-9c34-41ac-ab41-2f283ac38ae9,PO-2127,SUP003,Naturals Beauty Supply,BB-4116,Rosemarry Oil,247.0,247.0,2025-02-13,2025-02-19,2025-02-17,received,5.0,,,
d3779906-7422-4538-a250-4b556affadd5,PO-2128,SUP003,Naturals Beauty Supply,BB-18518,Kanchanara Guggulu - 500 mg,967.0,967.0,2025-11-09,2025-11-15,2025-11-18,received,4.0,,,
6e9e1388-7361-460f-bfb1-328e055d551d,PO-2129,SUP003,Naturals Beauty Supply,BB-16245,Vitamin E Night Cream,39.0,39.0,2025-09-09,2025-09-15,2025-09-14,received,4.0,,,
04b6ec3d-b5a0-4583-9896-0dacfb7b1be6,PO-2130,SUP003,Naturals Beauty Supply,BB-115,Black Eau De Toilette,6.0,5.0,2026-02-12,2026-02-18,2026-02-17,received,4.0,,,
5076ea52-d6a0-4a0b-8655-fed2ff0bca5a,PO-2132,SUP003,Naturals Beauty Supply,BB-16469,Bringha Hair Cleanser,299.0,299.0,2025-05-19,2025-05-25,2025-05-24,received,4.0,,,
f11ac600-9765-47de-9467-3817342cdfed,PO-2133,SUP003,Naturals Beauty Supply,BB-23974,Sanitary Pads - Ultra-Dry (With Wings),1937.0,1890.0,2026-01-14,2026-01-20,2026-01-20,received,4.0,,,
abb3cfd2-70a9-4dde-9b92-f4976e901100,PO-2134,SUP003,Naturals Beauty Supply,BB-4778,Herbal Anti Ageing Cream,181.0,181.0,2025-04-11,2025-04-17,2025-04-16,received,5.0,,,
2cf84d35-f751-443b-b758-db43432285f8,PO-2136,SUP004,CareWell Distributors,BB-14113,Yeppen Anti Gravity Lifting Facial Mask,320.0,320.0,2025-04-08,2025-04-12,2025-04-11,received,5.0,,,
54b388c4-1f36-48ab-a6b0-638f0f9cc404,PO-2137,SUP004,CareWell Distributors,BB-27214,Organic Brahmi,538.0,0.0,2025-11-16,2025-11-20,,cancelled,,,,
a62757ad-0169-4398-81ca-dea8de1e43ae,PO-2138,SUP004,CareWell Distributors,BB-7817,Sportivo Hair Styling Pomade Wax,274.0,274.0,2025-01-18,2025-01-22,2025-01-22,received,5.0,,,
d13be2b6-43b9-444e-925a-f8dd3365e707,PO-2139,SUP004,CareWell Distributors,BB-2604,Honey Moisture Mask - For Dry & Damaged Hair,276.0,276.0,2025-06-04,2025-06-08,2025-06-13,received,4.0,,,
